StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14b_First Click,lock14b_Last Click,lock14b_Page Submit,lock14b_Click Count,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,lock14f_First Click,lock14f_Last Click,lock14f_Page Submit,lock14f_Click Count,lock14h_First Click,lock14h_Last Click,lock14h_Page Submit,lock14h_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_166_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-04-29 10:23:54,2022-04-29 10:24:57,0,100,63,1,2022-04-29 10:24:59,R_2pQucDosfk1ZYOG,anonymous,SPRI,1,1|2,2,1|2,4,1|4,2,2|1,English,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 10:25:18,2022-04-29 10:26:36,0,100,78,1,2022-04-29 10:26:37,R_2qflkd3nn3WPADo,anonymous,SUNY,1,2|1,2,1|2,1,1|4,2,2|1,English,3,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 10:27:26,2022-04-29 10:29:05,0,100,98,1,2022-04-29 10:29:05,R_3qCdfzbhniLTZrP,anonymous,SUNY,1,1|2,2,1|2,1,1|4,2,2|1,English,3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 10:42:39,2022-04-29 10:44:03,0,100,84,1,2022-04-29 10:44:04,R_3HZWhIT56qHS5zv,anonymous,WITT,1,2|1,1,2|1,4,4|1,1,2|1,English,1,1|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 10:29:10,2022-04-29 10:52:24,0,100,1393,1,2022-04-29 10:52:24,R_3EQiSjghO9aDz5p,anonymous,SUNY,1,2|1,1,2|1,4,4|1,2,2|1,English,3,1|3|5|2,4,3,3,4,3,2,3,4,3,2,3,4,4,2,3,4,3,4,4,3,,,,,,,,,,,,,10.017,10.017,937.058,1,,,,,,,,,,,,,,,,,3,2,1,1,3,1,1,2,1,3,2,1,1,2,2,2,1,1,2,2,5,2,6,18,2,,6|1|2|4|3|5,America,America,2,2|1,"SUNY Brockport ",,Condition4:BodyScan,,NeuroticismIntro|Ipip18|Ipip12|Ipip4|Ipip15|Ipip1|Ipip10|Ipip2|Ipip8|Ipip9|Ipip6|Ipip5|Ipip7|Ipip13|Ipip14|Ipip16|Ipip20|Ipip19|Ipip17|Ipip3|Ipip11,StressIntro|Stai13|Stai9|Stai1|Stai5|Stai4|Stai20|Stai11|Stai10|Stai17|Stai2|Stai14|Stai3|Stai6|Stai15|Stai12|Stai16|Stai7|Stai18|Stai8|Stai19
2022-04-29 10:44:08,2022-04-29 11:04:25,0,100,1216,1,2022-04-29 11:04:26,R_302dYnBJ3gEGjYg,anonymous,WITT,1,1|2,1,2|1,4,1|4,2,1|2,English,3,5|3|2|1,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,5,4,2.141,116.674,950.61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,3,1,2,4,1,3,4,1,1,2,4,4,1,1,3,3,8,2,9,22,2,,4|2|3|1|6|5,United States,United States,2,1|2,Wittenberg University,,Condition1:Mindfulwalking,,NeuroticismIntro|Ipip12|Ipip11|Ipip3|Ipip5|Ipip16|Ipip4|Ipip15|Ipip8|Ipip7|Ipip9|Ipip18|Ipip10|Ipip1|Ipip17|Ipip2|Ipip14|Ipip13|Ipip19|Ipip20|Ipip6,StressIntro|Stai8|Stai6|Stai10|Stai19|Stai11|Stai12|Stai1|Stai4|Stai15|Stai2|Stai7|Stai13|Stai16|Stai17|Stai14|Stai18|Stai3|Stai5|Stai20|Stai9
2022-04-21 17:48:37,2022-04-22 11:25:37,0,3,63420,0,2022-04-29 11:25:51,R_2wj1pSkC8NBKilt,anonymous,FLOR,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 11:40:17,2022-04-29 11:41:19,0,100,62,1,2022-04-29 11:41:19,R_2tg2wP0GMpfr63D,anonymous,INDI,1,2|1,2,1|2,4,4|1,2,2|1,english,2,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 12:06:51,2022-04-29 12:07:36,0,100,45,1,2022-04-29 12:07:36,R_2vYqDQbENWBbpbB,anonymous,INDI,1,2|1,2,2|1,1,4|1,2,1|2,English,3,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 12:30:53,2022-04-22 12:34:16,0,32,203,0,2022-04-29 12:34:19,R_4ZLTQPa0pbhnc8F,anonymous,LOYO,1,2|1,1,1|2,4,4|1,2,1|2,English,3,1|3|5|2,2,2,4,2,1,4,2,4,4,4,2,4,2,4,2,2,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip18|Ipip14|Ipip9|Ipip4|Ipip17|Ipip3|Ipip7|Ipip2|Ipip13|Ipip19|Ipip1|Ipip10|Ipip12|Ipip11|Ipip16|Ipip5|Ipip15|Ipip8|Ipip6|Ipip20,
2022-04-29 13:07:09,2022-04-29 13:08:18,0,100,68,1,2022-04-29 13:08:18,R_wXiLeNvTrAqEZ1L,anonymous,INDI,1,1|2,2,1|2,4,1|4,2,2|1,english,2,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 13:08:28,2022-04-29 13:08:54,0,100,25,1,2022-04-29 13:08:55,R_24806OqJEaSzdO0,anonymous,INDI,1,2|1,1,2|1,4,4|1,1,2|1,english,2,1|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 13:09:21,2022-04-29 13:12:39,0,100,198,1,2022-04-29 13:12:39,R_1eWezaD7e10D0im,anonymous,INDI,1,2|1,2,1|2,4,1|4,1,2|1,english,2,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16 20:31:27,2022-04-22 13:13:12,0,3,492105,0,2022-04-29 13:13:45,R_2S8qIvaTT4Str2b,anonymous,GLEN,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 13:17:29,2022-04-22 13:18:48,0,10,79,0,2022-04-29 13:18:51,R_YSVuC5dXqCizi81,anonymous,GLEN,1,2|1,1,1|2,4,1|4,2,2|1,"English ",3,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip13|Ipip2|Ipip11|Ipip8|Ipip1|Ipip3|Ipip17|Ipip15|Ipip10|Ipip5|Ipip7|Ipip14|Ipip16|Ipip19|Ipip9|Ipip4|Ipip6|Ipip20|Ipip18|Ipip12,
2022-04-29 13:27:32,2022-04-29 13:28:32,0,100,60,1,2022-04-29 13:28:33,R_2OO5iDaI7NrtoV8,anonymous,HOUS,1,2|1,1,1|2,1,4|1,1,2|1,English,3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 13:33:59,2022-04-29 13:35:07,0,100,67,1,2022-04-29 13:35:07,R_3ffy1TRVefXmKYS,anonymous,UTAH,1,2|1,2,1|2,4,4|1,2,1|2,english,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 13:35:14,2022-04-29 13:36:03,0,100,48,1,2022-04-29 13:36:03,R_24AgVRWLYo5mI4W,anonymous,UTAH,1,1|2,2,2|1,4,4|1,2,1|2,english,3,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 13:36:08,2022-04-29 13:37:00,0,100,52,1,2022-04-29 13:37:01,R_XZoPc0lg8fjGMA9,anonymous,UTAH,1,2|1,2,1|2,1,4|1,1,2|1,english,3,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 13:37:04,2022-04-29 14:03:23,0,100,1578,1,2022-04-29 14:03:23,R_1jCwkLqpqAFpVZV,anonymous,UTAH,1,1|2,1,2|1,4,1|4,2,2|1,english,3,2|5|1|3,1,1,3,4,2,4,1,3,2,5,5,4,4,4,4,4,5,3,4,2,,,,,,,,,0,0,844.406,0,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,2,3,1,4,3,3,3,2,4,3,2,1,3,4,7,2,6,19,1,,4|5|1|6|3|2,USA,USA,2,1|2,University of Utah,,Condition3:Loving-kindness,,NeuroticismIntro|Ipip12|Ipip3|Ipip10|Ipip18|Ipip4|Ipip2|Ipip15|Ipip20|Ipip1|Ipip7|Ipip6|Ipip17|Ipip13|Ipip9|Ipip16|Ipip11|Ipip14|Ipip19|Ipip8|Ipip5,StressIntro|Stai20|Stai2|Stai12|Stai16|Stai7|Stai15|Stai3|Stai6|Stai1|Stai9|Stai8|Stai13|Stai4|Stai14|Stai5|Stai19|Stai11|Stai18|Stai10|Stai17
2022-04-23 04:31:38,2022-04-29 14:14:41,0,100,553383,1,2022-04-29 14:14:41,R_BslIxx2XGvU7Rdv,anonymous,SEEB,1,2|1,1,1|2,4,4|1,2,1|2,German,2,5|3|1|2,4,2,2,2,1,5,1,4,4,4,2,5,2,2,4,3,5,5,4,2,,,,,,,,,,,,,,,,,0,0,1.013,0,,,,,,,,,954.689,1068.639,1071.47,2,4,4,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,4,7,6,7,60,2,,3|5|6|4|1|2,Austria,Austria,1,2|1,,Nurse,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip8|Ipip6|Ipip13|Ipip14|Ipip7|Ipip1|Ipip11|Ipip20|Ipip17|Ipip2|Ipip12|Ipip4|Ipip10|Ipip5|Ipip15|Ipip19|Ipip16|Ipip18|Ipip9|Ipip3,StressIntro|Stai16|Stai5|Stai17|Stai6|Stai3|Stai11|Stai8|Stai15|Stai18|Stai7|Stai10|Stai12|Stai4|Stai14|Stai20|Stai2|Stai9|Stai1|Stai13|Stai19
2022-04-29 14:15:57,2022-04-29 14:16:58,0,100,61,1,2022-04-29 14:16:59,R_2Ubc4Ipohjwv6b5,anonymous,INDI,1,1|2,2,1|2,4,4|1,1,2|1,English,5,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 14:24:16,2022-04-22 14:25:06,0,3,49,0,2022-04-29 14:25:07,R_3kokuCvDT2qlOxz,anonymous,FLOR,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 14:31:25,2022-04-29 14:32:47,0,100,81,1,2022-04-29 14:32:47,R_1mx5IoXr9SeQ1fj,anonymous,INDI,1,1|2,2,1|2,4,4|1,1,1|2,English,1,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 14:43:36,2022-04-29 14:45:07,0,100,91,1,2022-04-29 14:45:08,R_2dLaBqrP23m62V1,anonymous,HOUS,1,1|2,1,1|2,4,4|1,1,2|1,English,3,1|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 14:45:11,2022-04-29 14:47:29,0,100,138,1,2022-04-29 14:47:29,R_1gT6W6Ik3YLEE7q,anonymous,HOUS,1,1|2,1,1|2,4,4|1,1,1|2,"English ",3,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 15:00:38,2022-04-29 15:01:20,0,100,41,1,2022-04-29 15:01:20,R_2B4pTNuAgivq8Vr,anonymous,SPRI,1,2|1,1,2|1,4,1|4,1,1|2,English,3,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 15:01:38,2022-04-29 15:02:03,0,100,25,1,2022-04-29 15:02:03,R_3M3yzaaXzs4tyNo,anonymous,SPRI,1,1|2,1,1|2,4,4|1,1,1|2,"English ",3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 15:02:15,2022-04-29 15:02:37,0,100,21,1,2022-04-29 15:02:37,R_3PBL8r1hRdFFK0I,anonymous,SPRI,1,1|2,1,2|1,4,1|4,1,1|2,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 14:37:14,2022-04-29 15:04:42,0,100,1647,1,2022-04-29 15:04:42,R_1IKHEMZXHj8Ek3q,anonymous,SPRI,1,2|1,1,2|1,4,4|1,2,1|2,english,3,1|3|2|5,1,1,1,1,1,2,1,1,1,2,1,5,4,4,4,3,2,5,5,5,,,,,,,,,,,,,,,,,0,0,1.116,0,,,,,0,0,864.916,0,,,,,3,1,1,1,3,1,3,3,1,3,3,2,1,2,3,3,1,1,3,3,8,3,6,18,1,,1|5|3|4|2|6,United States Of America,United States Of America,2,2|1,"Springfield college ",,Condition5:Bookchapter,Condition5b:TheOldMan,NeuroticismIntro|Ipip18|Ipip6|Ipip5|Ipip13|Ipip20|Ipip15|Ipip19|Ipip14|Ipip3|Ipip11|Ipip16|Ipip12|Ipip17|Ipip7|Ipip10|Ipip8|Ipip4|Ipip2|Ipip9|Ipip1,StressIntro|Stai15|Stai9|Stai3|Stai4|Stai1|Stai19|Stai20|Stai6|Stai2|Stai13|Stai18|Stai17|Stai16|Stai8|Stai14|Stai7|Stai11|Stai10|Stai5|Stai12
2022-04-29 14:46:23,2022-04-29 15:09:03,0,100,1359,1,2022-04-29 15:09:03,R_1M5oxVCws8lOwKp,anonymous,HOUS,1,2|1,1,1|2,4,4|1,1,2|1,english,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 15:17:45,2022-04-29 15:18:22,0,100,37,1,2022-04-29 15:18:22,R_2R54p3ieh0hWYd0,anonymous,HOUS,1,2|1,1,2|1,4,4|1,1,1|2,english,3,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 14:56:26,2022-04-29 15:19:37,0,100,1390,1,2022-04-29 15:19:37,R_3rIj4XVhs38tO2u,anonymous,INDI,1,2|1,1,2|1,4,4|1,2,1|2,English,3,1|2|3|5,2,3,2,3,3,3,3,3,3,4,2,4,2,3,3,3,2,3,4,3,,,,,,,,,0,0,894.853,0,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,1,3,3,2,1,2,2,2,1,1,2,2,6,6,7,19,2,,4|1|2|6|3|5,"united states ",united states,2,1|2,university of southern indiana,,Condition3:Loving-kindness,,NeuroticismIntro|Ipip12|Ipip19|Ipip8|Ipip5|Ipip15|Ipip7|Ipip10|Ipip2|Ipip17|Ipip1|Ipip4|Ipip18|Ipip9|Ipip16|Ipip3|Ipip14|Ipip6|Ipip11|Ipip13|Ipip20,StressIntro|Stai18|Stai12|Stai7|Stai4|Stai11|Stai3|Stai6|Stai1|Stai20|Stai19|Stai13|Stai17|Stai16|Stai2|Stai5|Stai10|Stai14|Stai9|Stai15|Stai8
2022-04-22 15:20:20,2022-04-22 15:20:28,0,3,8,0,2022-04-29 15:23:58,R_1irK4ImtfUcfSnw,anonymous,HOUS,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 16:16:59,2022-04-29 16:18:32,0,100,93,1,2022-04-29 16:18:33,R_25LWhGMqmpOl78d,anonymous,HOUS,1,2|1,1,1|2,4,1|4,1,2|1,English,3,2|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 16:18:44,2022-04-29 16:19:11,0,100,27,1,2022-04-29 16:19:11,R_1jGQianqsD6wBxF,anonymous,HOUS,1,1|2,1,2|1,4,1|4,1,2|1,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 16:21:56,2022-04-29 16:23:12,0,100,75,1,2022-04-29 16:23:13,R_2ZPkM8lVO8TxTUS,anonymous,INDI,1,1|2,2,1|2,4,4|1,2,2|1,English,3,3|5|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 16:52:14,2022-04-29 16:52:27,0,100,13,1,2022-04-29 16:52:28,R_2uEdTdjdsSi2aAV,anonymous,JOSE,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 17:06:01,2022-04-29 17:07:27,0,100,86,1,2022-04-29 17:07:27,R_WoH91gJuOJJdMD7,anonymous,HOUS,1,1|2,1,2|1,1,4|1,1,2|1,English,3,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 17:07:35,2022-04-29 17:31:25,0,100,1430,1,2022-04-29 17:31:26,R_271GakTNN5ep1M5,anonymous,HOUS,1,2|1,1,2|1,4,1|4,2,2|1,English,3,2|5|1|3,1,1,1,1,1,1,4,1,1,1,4,5,5,5,2,5,5,5,5,5,,,,,,,,,,,,,0,0,1024.609,0,,,,,,,,,,,,,,,,,3,4,1,3,4,1,1,4,1,4,4,1,2,2,3,4,1,3,4,3,7,3,9,18,1,,3|2|1|4|6|5,United States,United States,2,2|1,University of Houston,,Condition4:BodyScan,,NeuroticismIntro|Ipip8|Ipip18|Ipip10|Ipip20|Ipip14|Ipip13|Ipip16|Ipip7|Ipip5|Ipip2|Ipip6|Ipip19|Ipip17|Ipip15|Ipip3|Ipip9|Ipip1|Ipip11|Ipip4|Ipip12,StressIntro|Stai1|Stai11|Stai7|Stai15|Stai16|Stai19|Stai3|Stai20|Stai6|Stai8|Stai9|Stai14|Stai12|Stai18|Stai13|Stai4|Stai17|Stai2|Stai5|Stai10
2022-04-29 17:51:36,2022-04-29 18:16:23,0,100,1486,1,2022-04-29 18:16:24,R_2XpUG2hYffffHfX,anonymous,SPRI,1,2|1,1,1|2,4,4|1,2,2|1,English,3,1|2|5|3,2,2,3,4,3,4,2,5,3,4,2,4,3,2,4,2,3,2,4,3,,,,,,,,,,,,,,,,,0,0,1.01,0,,,,,,,,,9.747,792.569,861.626,6,2,2,1,2,3,1,1,3,1,2,3,1,2,2,3,3,1,3,2,3,7,3,5,19,2,,2|6|1|5|3|4,USA,USA,2,2|1,Springfield College,,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip10|Ipip17|Ipip12|Ipip20|Ipip4|Ipip19|Ipip18|Ipip11|Ipip6|Ipip3|Ipip2|Ipip13|Ipip1|Ipip16|Ipip15|Ipip14|Ipip9|Ipip7|Ipip8|Ipip5,StressIntro|Stai20|Stai15|Stai1|Stai6|Stai8|Stai13|Stai5|Stai11|Stai18|Stai17|Stai2|Stai19|Stai9|Stai12|Stai4|Stai7|Stai10|Stai14|Stai16|Stai3
2022-04-29 18:19:15,2022-04-29 18:20:19,0,100,64,1,2022-04-29 18:20:19,R_27BAtpfpnqWKuGK,anonymous,NIOW,1,1|2,2,1|2,4,4|1,2,2|1,English,3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 18:02:12,2022-04-29 18:21:03,0,100,1130,1,2022-04-29 18:21:04,R_27QFlTqA0I2YudE,anonymous,HOUS,1,1|2,1,1|2,4,1|4,2,1|2,english,3,1|3|2|5,2,2,3,2,3,3,2,4,4,4,3,3,4,4,3,4,3,4,4,4,,,,,,,,,,,,,748.768,748.768,904.144,1,,,,,,,,,,,,,,,,,3,2,3,3,3,2,3,2,3,2,2,3,3,3,3,2,3,3,2,2,6,2,7,21,1,,2|6|3|5|4|1,United States,United States,2,2|1,University of Houston,,Condition4:BodyScan,,NeuroticismIntro|Ipip8|Ipip2|Ipip4|Ipip14|Ipip7|Ipip18|Ipip15|Ipip6|Ipip20|Ipip9|Ipip16|Ipip3|Ipip17|Ipip12|Ipip1|Ipip19|Ipip10|Ipip11|Ipip13|Ipip5,StressIntro|Stai6|Stai13|Stai1|Stai14|Stai3|Stai7|Stai15|Stai11|Stai18|Stai8|Stai12|Stai5|Stai17|Stai10|Stai4|Stai16|Stai20|Stai2|Stai19|Stai9
2022-04-29 18:09:26,2022-04-29 18:29:15,0,100,1189,1,2022-04-29 18:29:16,R_1K8tKn2wMmQNSwn,anonymous,GLEN,1,2|1,1,1|2,4,4|1,2,1|2,English,3,2|5|1|3,2,1,2,3,1,3,3,3,2,3,4,5,2,2,4,2,1,1,5,4,,,,,,,,,279.341,287.781,892.104,2,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,1,1,2,1,4,3,1,1,1,4,4,1,1,3,3,7,5,8,43,1,,1|5|6|2|3|4,USA,USA,1,1|2,,Physician,Condition3:Loving-kindness,,NeuroticismIntro|Ipip16|Ipip1|Ipip3|Ipip18|Ipip20|Ipip5|Ipip9|Ipip11|Ipip12|Ipip15|Ipip6|Ipip17|Ipip4|Ipip8|Ipip2|Ipip19|Ipip10|Ipip7|Ipip13|Ipip14,StressIntro|Stai7|Stai2|Stai18|Stai8|Stai10|Stai16|Stai13|Stai1|Stai11|Stai15|Stai4|Stai5|Stai20|Stai14|Stai19|Stai6|Stai3|Stai9|Stai12|Stai17
2022-04-29 18:25:00,2022-04-29 18:50:06,0,100,1506,1,2022-04-29 18:50:07,R_1IrXqNmyBGcShvz,anonymous,GLEN,1,1|2,1,1|2,4,4|1,2,1|2,English,3,1|2|5|3,4,4,4,1,3,4,3,3,2,4,2,2,4,4,1,2,5,4,4,5,,,,,0,0,918.088,0,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,4,1,1,3,1,4,2,1,1,1,3,3,1,1,2,4,7,2,6,32,2,,2|1|5|6|3|4,Canada,Canada,2,1|2,University of Alberta,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip19|Ipip2|Ipip7|Ipip18|Ipip12|Ipip11|Ipip14|Ipip20|Ipip3|Ipip15|Ipip5|Ipip4|Ipip9|Ipip6|Ipip13|Ipip10|Ipip1|Ipip8|Ipip16|Ipip17,StressIntro|Stai13|Stai16|Stai12|Stai14|Stai20|Stai19|Stai9|Stai17|Stai3|Stai8|Stai5|Stai7|Stai2|Stai11|Stai6|Stai4|Stai18|Stai1|Stai10|Stai15
2022-04-29 19:11:54,2022-04-29 19:12:26,0,100,31,1,2022-04-29 19:12:26,R_31Tr6WwlQplIcot,anonymous,UTAH,1,2|1,2,1|2,1,1|4,1,1|2,English,3,2|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 19:18:22,2022-04-29 19:19:07,0,100,45,1,2022-04-29 19:19:07,R_3hcFtvKu0vCuNnb,anonymous,UTAH,1,2|1,1,1|2,1,1|4,1,1|2,English,3,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
