StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_158_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-04-04 14:39:31,2022-04-04 14:41:35,0,100,124,1,2022-04-04 14:41:36,R_1LGNHCGhB64aiP0,anonymous,SPRI,1,1|2,2,1|2,4,1|4,2,1|2,English,3,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 13:28:19,2022-03-28 14:54:12,0,46,5153,0,2022-04-04 14:56:51,R_aWeocPO31oljMlz,anonymous,CALI,1,1|2,1,2|1,4,1|4,2,2|1,English,3,2|5|1|3,2,1,2,2,4,4,2,5,2,4,4,5,3,3,5,3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip3|Ipip10|Ipip18|Ipip11|Ipip5|Ipip15|Ipip17|Ipip16|Ipip12|Ipip9|Ipip13|Ipip19|Ipip20|Ipip8|Ipip7|Ipip14|Ipip2|Ipip4|Ipip6|Ipip1,
2022-04-04 14:47:12,2022-04-04 15:04:01,0,100,1009,1,2022-04-04 15:04:01,R_1OTRzFQLtHD2see,anonymous,IOWA,1,1|2,1,1|2,4,4|1,2,2|1,English,3,2|5|3|1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,5,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,1,3,3,2,3,3,2,1,2,4,3,3,2,3,3,6,1,9,18,1,,5|3|4|2|1|6,America,America,2,1|2,Iowa State University,,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip11|Ipip12|Ipip1|Ipip10|Ipip3|Ipip2|Ipip16|Ipip14|Ipip13|Ipip9|Ipip18|Ipip8|Ipip20|Ipip7|Ipip4|Ipip17|Ipip15|Ipip6|Ipip5|Ipip19,StressIntro|Stai15|Stai18|Stai5|Stai4|Stai3|Stai13|Stai8|Stai2|Stai7|Stai19|Stai14|Stai1|Stai20|Stai9|Stai12|Stai16|Stai10|Stai11|Stai6|Stai17
2022-04-04 14:42:00,2022-04-04 15:07:30,0,100,1529,1,2022-04-04 15:07:30,R_1rfxPMXzSPrJHER,anonymous,SPRI,1,2|1,1,2|1,4,1|4,2,1|2,English,3,1|5|3|2,4,2,4,1,1,2,1,4,2,2,2,4,3,1,4,4,5,4,4,5,,,,,,,,,,,,,,,,,,,,,4,3,2,1,3,1,3,3,1,3,2,1,1,2,3,3,2,1,2,3,6,3,6,20,1,,4|1|6|5|3|2,United States,United States,2,1|2,Springfield College,,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip5|Ipip15|Ipip6|Ipip13|Ipip11|Ipip8|Ipip19|Ipip10|Ipip17|Ipip16|Ipip7|Ipip9|Ipip2|Ipip12|Ipip4|Ipip14|Ipip1|Ipip3|Ipip18|Ipip20,StressIntro|Stai17|Stai2|Stai9|Stai20|Stai8|Stai15|Stai14|Stai6|Stai10|Stai13|Stai16|Stai19|Stai18|Stai11|Stai1|Stai7|Stai3|Stai12|Stai5|Stai4
2022-04-04 15:14:16,2022-04-04 15:15:54,0,100,97,1,2022-04-04 15:15:54,R_3Jt1mCybqDqNq0r,anonymous,FRAS,1,1|2,2,2|1,4,1|4,2,1|2,English,2,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 15:16:11,2022-04-04 15:17:25,0,100,74,1,2022-04-04 15:17:25,R_2ypip05pypZB4Sn,anonymous,FRAS,1,2|1,2,2|1,4,1|4,2,2|1,English,3,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 14:54:16,2022-04-04 15:19:33,0,100,1517,1,2022-04-04 15:19:34,R_2D1RZeK9Aa4epxw,anonymous,SEEB,1,1|2,1,2|1,4,1|4,2,1|2,German,2,1|5|3|2,1,3,2,2,2,2,2,2,2,2,5,3,4,2,3,3,4,4,3,4,,,,,0,0,1.156,0,,,,,0,0,893.572,0,,,,,3,3,1,2,3,1,1,3,1,2,3,1,1,1,3,3,1,1,3,3,8,2,8,36,2,,4|1|3|2|6|5,Austria,Austria,2,1|2,Privatuniversität Schliss Seeburg,,Condition5:Bookchapter,Condition5b:TheOldMan,NeuroticismIntro|Ipip11|Ipip18|Ipip9|Ipip17|Ipip2|Ipip20|Ipip7|Ipip6|Ipip13|Ipip1|Ipip5|Ipip8|Ipip15|Ipip19|Ipip16|Ipip4|Ipip14|Ipip12|Ipip10|Ipip3,StressIntro|Stai2|Stai5|Stai13|Stai16|Stai19|Stai17|Stai4|Stai1|Stai15|Stai9|Stai12|Stai18|Stai14|Stai20|Stai6|Stai11|Stai7|Stai10|Stai3|Stai8
2022-03-26 15:49:34,2022-03-28 15:18:19,0,55,170925,0,2022-04-04 15:20:51,R_2ToDtZacfSYTIBd,anonymous,IDAH,1,1|2,1,1|2,4,1|4,2,1|2,English,3,5|1|3|2,4,2,4,3,2,2,4,2,4,2,2,2,2,2,3,3,4,4,4,4,,,,,0,0,1.106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition5b:TheOldMan,NeuroticismIntro|Ipip18|Ipip4|Ipip17|Ipip2|Ipip7|Ipip10|Ipip14|Ipip8|Ipip6|Ipip12|Ipip9|Ipip20|Ipip5|Ipip11|Ipip16|Ipip13|Ipip3|Ipip19|Ipip15|Ipip1,
2022-04-04 14:58:42,2022-04-04 15:21:30,0,100,1367,1,2022-04-04 15:21:30,R_3erbNI2EKqdBxmJ,anonymous,NEWF,1,2|1,1,1|2,4,4|1,2,2|1,English,3,2|3|5|1,2,1,2,2,2,4,2,2,3,2,4,4,4,4,4,4,4,4,4,5,0,0,937.793,0,,,,,,,,,,,,,,,,,4,4,1,3,4,1,1,4,1,4,4,1,2,1,4,4,1,1,3,4,9,2,8,31,2,,1|4|6|2|5|3,Canada,Canada,2,1|2,Memorial University,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip3|Ipip12|Ipip19|Ipip1|Ipip7|Ipip6|Ipip9|Ipip4|Ipip13|Ipip20|Ipip18|Ipip16|Ipip5|Ipip11|Ipip15|Ipip2|Ipip8|Ipip14|Ipip10|Ipip17,StressIntro|Stai2|Stai8|Stai11|Stai4|Stai20|Stai12|Stai17|Stai16|Stai10|Stai18|Stai6|Stai19|Stai7|Stai14|Stai1|Stai5|Stai13|Stai15|Stai9|Stai3
2022-04-04 15:19:35,2022-04-04 15:32:03,0,100,747,1,2022-04-04 15:32:03,R_sGuRWpgN1odOz7P,anonymous,NEWF,1,1|2,2,1|2,4,1|4,2,1|2,English,3,2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 15:17:30,2022-04-04 15:37:13,0,100,1183,1,2022-04-04 15:37:14,R_3fcVw6oJbcEcTUk,anonymous,FRAS,1,1|2,1,2|1,4,4|1,2,1|2,"English ",3,2|1|3|5,2,2,2,3,3,3,2,2,2,4,3,4,3,4,5,4,3,2,5,5,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,4,4,3,1,2,3,2,2,4,4,4,2,2,3,3,8,6,9,20,1,,6|1|4|3|2|5,Vietnam,Canada,2,1|2,UFV,,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip5|Ipip18|Ipip3|Ipip11|Ipip16|Ipip17|Ipip15|Ipip20|Ipip19|Ipip8|Ipip2|Ipip13|Ipip10|Ipip6|Ipip7|Ipip14|Ipip4|Ipip9|Ipip12|Ipip1,StressIntro|Stai17|Stai5|Stai12|Stai10|Stai8|Stai14|Stai20|Stai9|Stai1|Stai16|Stai7|Stai18|Stai19|Stai13|Stai4|Stai11|Stai6|Stai3|Stai15|Stai2
2022-04-04 15:33:13,2022-04-04 15:57:21,0,100,1448,1,2022-04-04 15:57:22,R_2WNfOG5dYirVjaK,anonymous,WAYN,1,1|2,1,1|2,4,4|1,2,2|1,"English ",3,5|3|2|1,1,2,1,4,3,3,2,4,4,4,4,4,2,2,3,3,3,4,4,5,,,,,0,0,1.042,0,,,,,,,,,0,0,920.415,0,3,3,1,2,3,1,1,2,1,3,3,1,1,1,3,2,1,1,3,3,7,4,5,19,2,,1|4|6|5|3|2,"United States ","United States ",2,2|1,"St olaf college ",,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip16|Ipip10|Ipip18|Ipip6|Ipip1|Ipip17|Ipip3|Ipip4|Ipip19|Ipip20|Ipip5|Ipip12|Ipip11|Ipip9|Ipip2|Ipip7|Ipip14|Ipip15|Ipip8|Ipip13,StressIntro|Stai19|Stai13|Stai18|Stai8|Stai7|Stai3|Stai16|Stai4|Stai20|Stai14|Stai11|Stai10|Stai9|Stai12|Stai15|Stai17|Stai6|Stai2|Stai1|Stai5
2022-04-04 15:30:40,2022-04-04 15:58:28,0,100,1668,1,2022-04-04 15:58:29,R_3DpPWORvBZ9q6Dn,anonymous,WAYN,1,1|2,1,2|1,4,1|4,2,1|2,English,3,5|1|3|2,2,2,2,1,2,4,2,4,4,5,4,4,2,2,3,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,1,2,3,1,4,3,1,1,2,4,4,2,1,4,3,6,2,7,19,2,,1|3|5|4|2|6,United States,United States,2,1|2,St.Olaf College,,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip14|Ipip17|Ipip9|Ipip5|Ipip6|Ipip12|Ipip19|Ipip1|Ipip20|Ipip8|Ipip13|Ipip18|Ipip3|Ipip2|Ipip16|Ipip11|Ipip10|Ipip4|Ipip7|Ipip15,StressIntro|Stai8|Stai17|Stai9|Stai7|Stai13|Stai18|Stai3|Stai15|Stai20|Stai14|Stai5|Stai19|Stai1|Stai11|Stai4|Stai16|Stai12|Stai2|Stai6|Stai10
2022-04-04 16:07:48,2022-04-04 16:13:01,0,100,313,1,2022-04-04 16:13:02,R_232HTu9ng0hNnN6,anonymous,IDAH,1,2|1,1,1|2,1,4|1,2,1|2,English,3,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 16:19:26,2022-04-04 16:21:31,0,100,125,1,2022-04-04 16:21:31,R_3RkGkn9dRnGrx7n,anonymous,HOUS,1,2|1,1,1|2,1,4|1,2,2|1,English,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 16:26:12,2022-04-04 16:27:56,0,100,104,1,2022-04-04 16:27:57,R_1hEJt9DY7RccPDL,anonymous,HOUS,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 16:41:53,2022-04-04 16:42:41,0,100,48,1,2022-04-04 16:42:41,R_3O9v29HNnCweb8Q,anonymous,MACQ,1,1|2,2,2|1,4,4|1,2,1|2,English,3,2|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 16:15:51,2022-04-04 16:47:02,0,100,1870,1,2022-04-04 16:47:02,R_30iZoZ9gGqO9NKT,anonymous,IDAH,1,1|2,1,1|2,4,1|4,2,2|1,"English ",3,3|1|5|2,2,1,1,1,4,5,1,5,3,5,1,5,1,4,4,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,1,1,2,1,3,2,1,1,1,3,3,1,1,3,3,5,7,6,33,2,,3|6|4|5|1|2,"United States ","United States ",2,2|1,"Idaho state university ",,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip2|Ipip10|Ipip20|Ipip6|Ipip13|Ipip1|Ipip14|Ipip19|Ipip15|Ipip11|Ipip17|Ipip18|Ipip5|Ipip16|Ipip9|Ipip3|Ipip4|Ipip7|Ipip12|Ipip8,StressIntro|Stai4|Stai18|Stai3|Stai7|Stai5|Stai19|Stai17|Stai9|Stai2|Stai20|Stai13|Stai12|Stai14|Stai15|Stai10|Stai11|Stai1|Stai6|Stai8|Stai16
2022-03-28 16:59:21,2022-03-28 17:00:05,0,46,44,0,2022-04-04 17:00:08,R_3g0cgo1GsB2FWtG,anonymous,GLEN,1,1|2,1,1|2,4,1|4,2,1|2,English,3,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip4|Ipip20|Ipip8|Ipip2|Ipip11|Ipip5|Ipip18|Ipip15|Ipip10|Ipip16|Ipip19|Ipip12|Ipip9|Ipip7|Ipip3|Ipip13|Ipip17|Ipip1|Ipip6|Ipip14,
2022-03-28 17:33:40,2022-03-28 17:37:49,0,3,248,0,2022-04-04 17:37:51,R_1C3aBwvBwwzIg22,anonymous,MACQ,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 17:49:12,2022-04-04 17:50:23,0,100,70,1,2022-04-04 17:50:24,R_2Sps43R44TcuZdk,anonymous,MACQ,1,2|1,2,1|2,4,4|1,1,1|2,english,2,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 17:50:29,2022-04-04 17:51:05,0,100,36,1,2022-04-04 17:51:05,R_23e3Z8Y2ByFXppK,anonymous,MACQ,1,1|2,2,2|1,4,4|1,2,2|1,english,2,5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 17:55:33,2022-04-04 18:15:30,0,100,1197,1,2022-04-04 18:15:31,R_ZzasQ19rZqIqJX3,anonymous,QUEE,1,1|2,1,2|1,4,4|1,2,1|2,English,3,3|2|5|1,4,4,4,5,4,5,4,5,3,5,2,2,2,2,4,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,4,3,1,1,3,1,2,3,1,2,2,1,1,2,3,3,2,1,3,3,8,3,5,18,2,,1|3|2|5|4|6,Australia,Australia,2,1|2,University of Queensland,,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip10|Ipip4|Ipip3|Ipip7|Ipip19|Ipip15|Ipip8|Ipip1|Ipip2|Ipip20|Ipip9|Ipip5|Ipip14|Ipip11|Ipip13|Ipip16|Ipip12|Ipip18|Ipip17|Ipip6,StressIntro|Stai16|Stai19|Stai3|Stai1|Stai18|Stai9|Stai10|Stai20|Stai8|Stai2|Stai7|Stai15|Stai12|Stai5|Stai13|Stai6|Stai17|Stai11|Stai14|Stai4
2022-04-03 18:34:08,2022-04-04 18:15:34,0,100,85285,1,2022-04-04 18:15:34,R_3ewwRpYUwlX54ys,anonymous,QUEE,1,1|2,1,1|2,1,1|4,2,2|1,Romanian,3,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 17:58:38,2022-04-04 18:16:53,0,100,1095,1,2022-04-04 18:16:54,R_10VpdnCnghLeOxC,anonymous,MACQ,1,1|2,1,2|1,4,4|1,2,2|1,English,3,5|3|2|1,4,4,4,2,2,4,2,5,4,5,2,1,2,2,3,2,2,1,4,3,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,1,2,2,1,3,1,1,1,3,3,3,2,1,4,3,6,6,7,18,1,,2|6|4|3|5|1,Australia,Australia,2,1|2,Macquarie university,,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip9|Ipip13|Ipip1|Ipip18|Ipip10|Ipip5|Ipip6|Ipip16|Ipip11|Ipip15|Ipip7|Ipip20|Ipip12|Ipip3|Ipip19|Ipip2|Ipip17|Ipip14|Ipip8|Ipip4,StressIntro|Stai7|Stai20|Stai6|Stai19|Stai16|Stai10|Stai8|Stai14|Stai12|Stai13|Stai1|Stai18|Stai17|Stai3|Stai9|Stai5|Stai15|Stai4|Stai11|Stai2
2022-04-04 18:16:41,2022-04-04 18:18:47,0,100,125,1,2022-04-04 18:18:47,R_3QRysI09ASXbfCq,anonymous,MACQ,1,1|2,2,1|2,1,4|1,2,1|2,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 18:13:41,2022-04-04 18:19:13,0,100,331,1,2022-04-04 18:19:13,R_3h0F9gMNLhBHTqo,anonymous,QUEE,1,1|2,2,1|2,4,4|1,2,2|1,English,3,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 18:19:30,2022-04-04 18:20:16,0,100,46,1,2022-04-04 18:20:17,R_7VOU9FIT0gywTgl,anonymous,MACQ,1,1|2,2,1|2,4,1|4,1,2|1,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 18:12:28,2022-04-04 18:30:44,0,100,1095,1,2022-04-04 18:30:44,R_3mkLGsXOuMpzjEG,anonymous,MACQ,1,1|2,1,1|2,4,4|1,2,2|1,English,3,2|5|1|3,4,4,4,4,4,4,3,5,4,4,3,3,2,3,3,3,2,3,4,4,0,0,868.51,0,,,,,,,,,,,,,,,,,4,3,1,1,3,2,1,3,1,4,3,1,1,1,4,3,1,1,3,3,8,5,6,18,2,,4|1|3|5|2|6,"Australia ",Australia,2,1|2,Macquarie University,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip3|Ipip8|Ipip13|Ipip4|Ipip7|Ipip5|Ipip6|Ipip14|Ipip12|Ipip19|Ipip9|Ipip15|Ipip1|Ipip18|Ipip2|Ipip17|Ipip20|Ipip10|Ipip16|Ipip11,StressIntro|Stai8|Stai9|Stai7|Stai10|Stai15|Stai6|Stai14|Stai20|Stai18|Stai19|Stai5|Stai11|Stai16|Stai17|Stai1|Stai13|Stai2|Stai12|Stai3|Stai4
2022-04-04 18:15:40,2022-04-04 18:36:08,0,100,1228,1,2022-04-04 18:36:09,R_21G3qDYkjB6sWXP,anonymous,QUEE,1,1|2,1,2|1,4,4|1,2,1|2,English,3,5|2|3|1,5,4,4,2,4,4,2,5,4,4,1,2,2,3,2,3,5,2,2,5,,,,,0,0,1.01,0,,,,,785.558,785.558,877.799,1,,,,,3,2,1,1,4,1,1,2,1,3,2,1,1,3,3,3,2,3,4,3,7,5,6,18,2,,1|4|6|5|2|3,Romania,Australia,2,1|2,University of Queensland,,Condition5:Bookchapter,Condition5b:TheOldMan,NeuroticismIntro|Ipip7|Ipip11|Ipip8|Ipip12|Ipip18|Ipip16|Ipip17|Ipip20|Ipip5|Ipip13|Ipip19|Ipip4|Ipip9|Ipip6|Ipip15|Ipip3|Ipip10|Ipip2|Ipip1|Ipip14,StressIntro|Stai16|Stai19|Stai10|Stai6|Stai18|Stai15|Stai4|Stai7|Stai8|Stai20|Stai5|Stai3|Stai9|Stai12|Stai17|Stai11|Stai2|Stai1|Stai13|Stai14
2022-04-04 18:16:11,2022-04-04 18:39:38,0,100,1407,1,2022-04-04 18:39:39,R_3frE0NSNrEndO9P,anonymous,MACQ,1,1|2,1,1|2,4,4|1,2,1|2,English,3,5|2|1|3,4,5,5,3,5,4,4,5,4,4,2,2,1,2,2,2,3,2,3,2,0,0,905.333,0,,,,,,,,,,,,,,,,,2,1,2,1,2,1,4,1,1,1,1,3,1,2,2,2,2,1,1,1,5,5,4,18,2,,1|5|6|3|4|2,Australia,Australia,2,1|2,Macquarie University,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip7|Ipip3|Ipip16|Ipip17|Ipip9|Ipip18|Ipip2|Ipip15|Ipip20|Ipip5|Ipip14|Ipip12|Ipip8|Ipip4|Ipip1|Ipip10|Ipip6|Ipip19|Ipip11|Ipip13,StressIntro|Stai12|Stai13|Stai5|Stai16|Stai6|Stai18|Stai15|Stai9|Stai20|Stai17|Stai3|Stai19|Stai8|Stai11|Stai4|Stai7|Stai1|Stai10|Stai2|Stai14
2022-03-26 00:39:18,2022-03-28 18:39:51,0,46,237633,0,2022-04-04 18:39:52,R_3EfDk0cj5d2vVbe,anonymous,QUEE,1,1|2,1,2|1,4,1|4,2,1|2,english,3,3|5|1|2,3,4,3,2,4,3,3,2,4,3,4,4,4,3,3,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip11|Ipip6|Ipip2|Ipip10|Ipip4|Ipip12|Ipip19|Ipip8|Ipip14|Ipip5|Ipip15|Ipip18|Ipip3|Ipip9|Ipip7|Ipip17|Ipip20|Ipip16|Ipip1|Ipip13,
2022-03-28 18:39:50,2022-03-28 18:40:03,0,1,13,0,2022-04-04 18:40:10,R_3nxiMlG8gG6Fusn,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 18:22:20,2022-04-04 18:42:42,0,100,1222,1,2022-04-04 18:42:43,R_2QPR0C64Uh4ieiY,anonymous,QUEE,1,1|2,1,1|2,4,4|1,2,1|2,English,3,1|3|5|2,3,3,4,3,5,5,4,5,3,5,3,2,3,2,2,2,4,2,2,4,,,,,,,,,,,,,,,,,,,,,3,2,1,1,3,2,2,3,1,4,2,1,1,2,3,2,2,2,3,3,7,2,6,19,2,,3|4|2|1|6|5,"Australia ","Australia ",2,1|2,University of Queensland,,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip17|Ipip5|Ipip4|Ipip3|Ipip1|Ipip18|Ipip6|Ipip10|Ipip14|Ipip11|Ipip8|Ipip19|Ipip12|Ipip9|Ipip7|Ipip13|Ipip15|Ipip16|Ipip20|Ipip2,StressIntro|Stai14|Stai2|Stai1|Stai17|Stai5|Stai7|Stai12|Stai4|Stai18|Stai11|Stai15|Stai6|Stai19|Stai9|Stai20|Stai3|Stai10|Stai13|Stai16|Stai8
2022-04-04 18:28:25,2022-04-04 18:48:12,0,100,1187,1,2022-04-04 18:48:13,R_12u9bBw7qRzgJMS,anonymous,QUEE,1,2|1,1,2|1,4,1|4,2,2|1,"English ",3,3|5|1|2,1,1,2,2,2,4,2,2,2,4,3,4,4,4,5,3,2,2,4,3,,,,,0,0,1.156,0,590.35,590.891,884.781,2,,,,,,,,,3,2,2,1,2,2,2,3,1,3,4,3,2,1,3,3,2,3,2,4,6,5,6,19,1,,3|5|2|1|6|4,Australia,"Australia ",2,2|1,"Uq ",,Condition5:Bookchapter,Condition5a:Silverview,NeuroticismIntro|Ipip5|Ipip12|Ipip3|Ipip18|Ipip19|Ipip11|Ipip2|Ipip1|Ipip16|Ipip9|Ipip8|Ipip10|Ipip15|Ipip20|Ipip4|Ipip13|Ipip17|Ipip14|Ipip6|Ipip7,StressIntro|Stai7|Stai11|Stai20|Stai6|Stai13|Stai10|Stai18|Stai14|Stai16|Stai19|Stai3|Stai8|Stai5|Stai12|Stai17|Stai4|Stai9|Stai1|Stai15|Stai2
2022-04-04 18:50:45,2022-04-04 18:52:15,0,100,90,1,2022-04-04 18:52:16,R_2aaEM4HGiz5vCJE,anonymous,MACQ,1,1|2,2,2|1,4,1|4,1,2|1,English,3,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 18:20:12,2022-04-04 18:58:39,0,100,2306,1,2022-04-04 18:58:41,R_125CKLRApzJGKAt,anonymous,MACQ,1,1|2,1,1|2,4,1|4,2,1|2,English,3,1|2|3|5,1,1,1,1,1,2,1,1,1,1,5,5,3,4,4,5,3,4,5,4,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,3,8,4,7,19,1,,6|2|1|5|3|4,Australia,Australia,2,2|1,Macquarie University,,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip17|Ipip3|Ipip1|Ipip19|Ipip16|Ipip14|Ipip9|Ipip2|Ipip6|Ipip11|Ipip15|Ipip18|Ipip13|Ipip20|Ipip4|Ipip7|Ipip5|Ipip10|Ipip12|Ipip8,StressIntro|Stai7|Stai4|Stai20|Stai15|Stai3|Stai10|Stai2|Stai18|Stai19|Stai12|Stai11|Stai8|Stai16|Stai5|Stai17|Stai13|Stai6|Stai14|Stai1|Stai9
2022-04-04 18:58:08,2022-04-04 18:59:12,0,100,63,1,2022-04-04 18:59:12,R_23fWd4I49zM3BzD,anonymous,JOSE,1,1|2,2,1|2,1,1|4,2,1|2,Tamil,3,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 19:19:41,2022-03-28 19:20:40,0,3,59,0,2022-04-04 19:20:41,R_21nv2q0J6lCpVVG,anonymous,WITT,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
